,Year,Region,Technology,Carrier,Value
346,2029,reg2,Commited_wind_PP,Electricity,376005176.3936418
347,2030,reg2,Commited_wind_PP,Electricity,515384248.30799997
348,2019,reg2,New_hydro_PP,Electricity,0.0
349,2020,reg2,New_hydro_PP,Electricity,0.0
350,2021,reg2,New_hydro_PP,Electricity,0.0
351,2022,reg2,New_hydro_PP,Electricity,0.0
352,2023,reg2,New_hydro_PP,Electricity,0.0
353,2024,reg2,New_hydro_PP,Electricity,0.0
354,2025,reg2,New_hydro_PP,Electricity,0.0
355,2026,reg2,New_hydro_PP,Electricity,0.0
356,2027,reg2,New_hydro_PP,Electricity,0.0
357,2028,reg2,New_hydro_PP,Electricity,0.0
358,2029,reg2,New_hydro_PP,Electricity,0.0
359,2030,reg2,New_hydro_PP,Electricity,0.0
360,2019,reg2,New_PV_PP,Electricity,0.0
361,2020,reg2,New_PV_PP,Electricity,0.0
362,2021,reg2,New_PV_PP,Electricity,0.0
363,2022,reg2,New_PV_PP,Electricity,0.0
364,2023,reg2,New_PV_PP,Electricity,25257712.130810056
365,2024,reg2,New_PV_PP,Electricity,36075250.972273834
366,2025,reg2,New_PV_PP,Electricity,36075250.97227383
367,2026,reg2,New_PV_PP,Electricity,36075250.972273834
368,2027,reg2,New_PV_PP,Electricity,405836892.5452459
369,2028,reg2,New_PV_PP,Electricity,405836892.545246
370,2029,reg2,New_PV_PP,Electricity,405836892.545246
371,2030,reg2,New_PV_PP,Electricity,405836892.5452459
372,2019,reg2,New_wind_PP,Electricity,0.0
373,2020,reg2,New_wind_PP,Electricity,19429333.41699916
374,2021,reg2,New_wind_PP,Electricity,173206942.63515615
375,2022,reg2,New_wind_PP,Electricity,290724692.95564955
376,2023,reg2,New_wind_PP,Electricity,463863642.148523
377,2024,reg2,New_wind_PP,Electricity,602260086.9607978
378,2025,reg2,New_wind_PP,Electricity,1029326835.6172646
379,2026,reg2,New_wind_PP,Electricity,1544711083.9252648
380,2027,reg2,New_wind_PP,Electricity,1769084235.9194353
381,2028,reg2,New_wind_PP,Electricity,2274903559.746647
382,2029,reg2,New_wind_PP,Electricity,2719488981.611975
383,2030,reg2,New_wind_PP,Electricity,3317259051.6347327
384,2019,reg2,New_geo_PP,Electricity,0.0
385,2020,reg2,New_geo_PP,Electricity,175200000.0
386,2021,reg2,New_geo_PP,Electricity,175200000.0
387,2022,reg2,New_geo_PP,Electricity,175200000.0
388,2023,reg2,New_geo_PP,Electricity,175200000.0
389,2024,reg2,New_geo_PP,Electricity,175200000.0
390,2025,reg2,New_geo_PP,Electricity,175200000.0
391,2026,reg2,New_geo_PP,Electricity,175200000.0
392,2027,reg2,New_geo_PP,Electricity,175200000.0
393,2028,reg2,New_geo_PP,Electricity,175200000.0
394,2029,reg2,New_geo_PP,Electricity,175200000.0
395,2030,reg2,New_geo_PP,Electricity,175200000.0
396,2019,reg2,Diesel_PP,Electricity,4642800.0
397,2020,reg2,Diesel_PP,Electricity,773800.0
398,2021,reg2,Diesel_PP,Electricity,386900.0
399,2022,reg2,Diesel_PP,Electricity,580350.0
400,2023,reg2,Diesel_PP,Electricity,386900.0
401,2024,reg2,Diesel_PP,Electricity,0.0
402,2025,reg2,Diesel_PP,Electricity,0.0
403,2026,reg2,Diesel_PP,Electricity,193450.0
404,2027,reg2,Diesel_PP,Electricity,0.0
405,2028,reg2,Diesel_PP,Electricity,0.0
406,2029,reg2,Diesel_PP,Electricity,0.0
407,2030,reg2,Diesel_PP,Electricity,193450.0
408,2019,reg2,New_coal_PP,Electricity,0.0
409,2020,reg2,New_coal_PP,Electricity,0.0
410,2021,reg2,New_coal_PP,Electricity,0.0
411,2022,reg2,New_coal_PP,Electricity,0.0
412,2023,reg2,New_coal_PP,Electricity,0.0
413,2024,reg2,New_coal_PP,Electricity,0.0
414,2025,reg2,New_coal_PP,Electricity,0.0
415,2026,reg2,New_coal_PP,Electricity,0.0
416,2027,reg2,New_coal_PP,Electricity,0.0
417,2028,reg2,New_coal_PP,Electricity,0.0
418,2029,reg2,New_coal_PP,Electricity,0.0
419,2030,reg2,New_coal_PP,Electricity,0.0
420,2019,reg2,New_bio_PP,Electricity,0.0
421,2020,reg2,New_bio_PP,Electricity,1822890600.4806898
422,2021,reg2,New_bio_PP,Electricity,1816987893.711472
423,2022,reg2,New_bio_PP,Electricity,1589225981.9137535
424,2023,reg2,New_bio_PP,Electricity,1523101691.6603708
425,2024,reg2,New_bio_PP,Electricity,1612406464.339563
426,2025,reg2,New_bio_PP,Electricity,1263581211.5463612
427,2026,reg2,New_bio_PP,Electricity,931269718.5831277
428,2027,reg2,New_bio_PP,Electricity,697709093.3304534
429,2028,reg2,New_bio_PP,Electricity,262141428.11190605
430,2029,reg2,New_bio_PP,Electricity,50665650.23167829
431,2030,reg2,New_bio_PP,Electricity,2008316.733791433
432,2019,reg2,Elec_distribution,Final_electricity,101064370.35729599
433,2020,reg2,Elec_distribution,Final_electricity,2114715304.2549853
434,2021,reg2,Elec_distribution,Final_electricity,2262203306.703924
435,2022,reg2,Elec_distribution,Final_electricity,2152152595.226699
436,2023,reg2,Elec_distribution,Final_electricity,2284231516.297
437,2024,reg2,Elec_distribution,Final_electricity,2522363372.6299305
438,2025,reg2,Elec_distribution,Final_electricity,2600604868.493196
439,2026,reg2,Elec_distribution,Final_electricity,2838707278.3489504
440,2027,reg2,Elec_distribution,Final_electricity,3199087996.663419
441,2028,reg2,Elec_distribution,Final_electricity,3265771757.9009113
442,2029,reg2,Elec_distribution,Final_electricity,3823618271.1398373
443,2030,reg2,Elec_distribution,Final_electricity,4460075178.968864
444,2019,reg3,Coal_supply,Coal,0.0
445,2020,reg3,Coal_supply,Coal,0.0
446,2021,reg3,Coal_supply,Coal,0.0
447,2022,reg3,Coal_supply,Coal,0.0
448,2023,reg3,Coal_supply,Coal,0.0
449,2024,reg3,Coal_supply,Coal,0.0
450,2025,reg3,Coal_supply,Coal,0.0
451,2026,reg3,Coal_supply,Coal,0.0
452,2027,reg3,Coal_supply,Coal,0.0
453,2028,reg3,Coal_supply,Coal,0.0
454,2029,reg3,Coal_supply,Coal,0.0
455,2030,reg3,Coal_supply,Coal,0.0
456,2019,reg3,Diesel_supply,Diesel,39588.09963906331
457,2020,reg3,Diesel_supply,Diesel,1649.5041516276378
458,2021,reg3,Diesel_supply,Diesel,0.0
459,2022,reg3,Diesel_supply,Diesel,1649.5041516276378
460,2023,reg3,Diesel_supply,Diesel,0.0
461,2024,reg3,Diesel_supply,Diesel,0.0
462,2025,reg3,Diesel_supply,Diesel,1649.5041516276378
463,2026,reg3,Diesel_supply,Diesel,1649.5041516276378
464,2027,reg3,Diesel_supply,Diesel,0.0
465,2028,reg3,Diesel_supply,Diesel,0.0
