,Year,Timesteps,From reg,To reg,Carrier,Value
5492,2019,21,reg2,reg3,Diesel,0.0
5493,2019,22,reg2,reg3,Diesel,0.0
5494,2019,23,reg2,reg3,Diesel,0.0
5495,2019,24,reg2,reg3,Diesel,0.0
5496,2020,1,reg2,reg3,Diesel,0.0
5497,2020,2,reg2,reg3,Diesel,0.0
5498,2020,3,reg2,reg3,Diesel,0.0
5499,2020,4,reg2,reg3,Diesel,0.0
5500,2020,5,reg2,reg3,Diesel,0.0
5501,2020,6,reg2,reg3,Diesel,0.0
5502,2020,7,reg2,reg3,Diesel,0.0
5503,2020,8,reg2,reg3,Diesel,0.0
5504,2020,9,reg2,reg3,Diesel,0.0
5505,2020,10,reg2,reg3,Diesel,0.0
5506,2020,11,reg2,reg3,Diesel,0.0
5507,2020,12,reg2,reg3,Diesel,0.0
5508,2020,13,reg2,reg3,Diesel,0.0
5509,2020,14,reg2,reg3,Diesel,0.0
5510,2020,15,reg2,reg3,Diesel,0.0
5511,2020,16,reg2,reg3,Diesel,0.0
5512,2020,17,reg2,reg3,Diesel,0.0
5513,2020,18,reg2,reg3,Diesel,0.0
5514,2020,19,reg2,reg3,Diesel,0.0
5515,2020,20,reg2,reg3,Diesel,0.0
5516,2020,21,reg2,reg3,Diesel,0.0
5517,2020,22,reg2,reg3,Diesel,0.0
5518,2020,23,reg2,reg3,Diesel,0.0
5519,2020,24,reg2,reg3,Diesel,0.0
5520,2021,1,reg2,reg3,Diesel,0.0
5521,2021,2,reg2,reg3,Diesel,0.0
5522,2021,3,reg2,reg3,Diesel,0.0
5523,2021,4,reg2,reg3,Diesel,0.0
5524,2021,5,reg2,reg3,Diesel,0.0
5525,2021,6,reg2,reg3,Diesel,0.0
5526,2021,7,reg2,reg3,Diesel,0.0
5527,2021,8,reg2,reg3,Diesel,0.0
5528,2021,9,reg2,reg3,Diesel,0.0
5529,2021,10,reg2,reg3,Diesel,0.0
5530,2021,11,reg2,reg3,Diesel,0.0
5531,2021,12,reg2,reg3,Diesel,0.0
5532,2021,13,reg2,reg3,Diesel,0.0
5533,2021,14,reg2,reg3,Diesel,0.0
5534,2021,15,reg2,reg3,Diesel,0.0
5535,2021,16,reg2,reg3,Diesel,0.0
5536,2021,17,reg2,reg3,Diesel,0.0
5537,2021,18,reg2,reg3,Diesel,0.0
5538,2021,19,reg2,reg3,Diesel,0.0
5539,2021,20,reg2,reg3,Diesel,0.0
5540,2021,21,reg2,reg3,Diesel,0.0
5541,2021,22,reg2,reg3,Diesel,0.0
5542,2021,23,reg2,reg3,Diesel,0.0
5543,2021,24,reg2,reg3,Diesel,0.0
5544,2022,1,reg2,reg3,Diesel,0.0
5545,2022,2,reg2,reg3,Diesel,0.0
5546,2022,3,reg2,reg3,Diesel,0.0
5547,2022,4,reg2,reg3,Diesel,0.0
5548,2022,5,reg2,reg3,Diesel,0.0
5549,2022,6,reg2,reg3,Diesel,0.0
5550,2022,7,reg2,reg3,Diesel,0.0
5551,2022,8,reg2,reg3,Diesel,0.0
5552,2022,9,reg2,reg3,Diesel,0.0
5553,2022,10,reg2,reg3,Diesel,0.0
5554,2022,11,reg2,reg3,Diesel,0.0
5555,2022,12,reg2,reg3,Diesel,0.0
5556,2022,13,reg2,reg3,Diesel,0.0
5557,2022,14,reg2,reg3,Diesel,0.0
5558,2022,15,reg2,reg3,Diesel,0.0
5559,2022,16,reg2,reg3,Diesel,0.0
5560,2022,17,reg2,reg3,Diesel,0.0
5561,2022,18,reg2,reg3,Diesel,0.0
5562,2022,19,reg2,reg3,Diesel,0.0
5563,2022,20,reg2,reg3,Diesel,0.0
5564,2022,21,reg2,reg3,Diesel,0.0
5565,2022,22,reg2,reg3,Diesel,0.0
5566,2022,23,reg2,reg3,Diesel,0.0
5567,2022,24,reg2,reg3,Diesel,0.0
5568,2023,1,reg2,reg3,Diesel,0.0
5569,2023,2,reg2,reg3,Diesel,0.0
5570,2023,3,reg2,reg3,Diesel,0.0
5571,2023,4,reg2,reg3,Diesel,0.0
5572,2023,5,reg2,reg3,Diesel,0.0
5573,2023,6,reg2,reg3,Diesel,0.0
5574,2023,7,reg2,reg3,Diesel,0.0
5575,2023,8,reg2,reg3,Diesel,0.0
5576,2023,9,reg2,reg3,Diesel,0.0
5577,2023,10,reg2,reg3,Diesel,0.0
5578,2023,11,reg2,reg3,Diesel,0.0
5579,2023,12,reg2,reg3,Diesel,0.0
5580,2023,13,reg2,reg3,Diesel,0.0
5581,2023,14,reg2,reg3,Diesel,0.0
5582,2023,15,reg2,reg3,Diesel,0.0
5583,2023,16,reg2,reg3,Diesel,0.0
5584,2023,17,reg2,reg3,Diesel,0.0
5585,2023,18,reg2,reg3,Diesel,0.0
5586,2023,19,reg2,reg3,Diesel,0.0
5587,2023,20,reg2,reg3,Diesel,0.0
5588,2023,21,reg2,reg3,Diesel,0.0
5589,2023,22,reg2,reg3,Diesel,0.0
5590,2023,23,reg2,reg3,Diesel,0.0
5591,2023,24,reg2,reg3,Diesel,0.0
5592,2024,1,reg2,reg3,Diesel,0.0
5593,2024,2,reg2,reg3,Diesel,0.0
5594,2024,3,reg2,reg3,Diesel,0.0
5595,2024,4,reg2,reg3,Diesel,0.0
5596,2024,5,reg2,reg3,Diesel,0.0
5597,2024,6,reg2,reg3,Diesel,0.0
5598,2024,7,reg2,reg3,Diesel,0.0
5599,2024,8,reg2,reg3,Diesel,0.0
5600,2024,9,reg2,reg3,Diesel,0.0
5601,2024,10,reg2,reg3,Diesel,0.0
5602,2024,11,reg2,reg3,Diesel,0.0
5603,2024,12,reg2,reg3,Diesel,0.0
5604,2024,13,reg2,reg3,Diesel,0.0
5605,2024,14,reg2,reg3,Diesel,0.0
5606,2024,15,reg2,reg3,Diesel,0.0
5607,2024,16,reg2,reg3,Diesel,0.0
5608,2024,17,reg2,reg3,Diesel,0.0
5609,2024,18,reg2,reg3,Diesel,0.0
5610,2024,19,reg2,reg3,Diesel,0.0
5611,2024,20,reg2,reg3,Diesel,0.0
5612,2024,21,reg2,reg3,Diesel,0.0
5613,2024,22,reg2,reg3,Diesel,0.0
5614,2024,23,reg2,reg3,Diesel,0.0
5615,2024,24,reg2,reg3,Diesel,0.0
5616,2025,1,reg2,reg3,Diesel,0.0
5617,2025,2,reg2,reg3,Diesel,0.0
5618,2025,3,reg2,reg3,Diesel,0.0
5619,2025,4,reg2,reg3,Diesel,0.0
5620,2025,5,reg2,reg3,Diesel,0.0
5621,2025,6,reg2,reg3,Diesel,0.0
5622,2025,7,reg2,reg3,Diesel,0.0
5623,2025,8,reg2,reg3,Diesel,0.0
5624,2025,9,reg2,reg3,Diesel,0.0
5625,2025,10,reg2,reg3,Diesel,0.0
5626,2025,11,reg2,reg3,Diesel,0.0
5627,2025,12,reg2,reg3,Diesel,0.0
5628,2025,13,reg2,reg3,Diesel,0.0
5629,2025,14,reg2,reg3,Diesel,0.0
5630,2025,15,reg2,reg3,Diesel,0.0
5631,2025,16,reg2,reg3,Diesel,0.0
5632,2025,17,reg2,reg3,Diesel,0.0
5633,2025,18,reg2,reg3,Diesel,0.0
5634,2025,19,reg2,reg3,Diesel,0.0
5635,2025,20,reg2,reg3,Diesel,0.0
5636,2025,21,reg2,reg3,Diesel,0.0
5637,2025,22,reg2,reg3,Diesel,0.0
5638,2025,23,reg2,reg3,Diesel,0.0
5639,2025,24,reg2,reg3,Diesel,0.0
5640,2026,1,reg2,reg3,Diesel,0.0
5641,2026,2,reg2,reg3,Diesel,0.0
5642,2026,3,reg2,reg3,Diesel,0.0
5643,2026,4,reg2,reg3,Diesel,0.0
5644,2026,5,reg2,reg3,Diesel,0.0
5645,2026,6,reg2,reg3,Diesel,0.0
5646,2026,7,reg2,reg3,Diesel,0.0
5647,2026,8,reg2,reg3,Diesel,0.0
5648,2026,9,reg2,reg3,Diesel,0.0
5649,2026,10,reg2,reg3,Diesel,0.0
5650,2026,11,reg2,reg3,Diesel,0.0
5651,2026,12,reg2,reg3,Diesel,0.0
5652,2026,13,reg2,reg3,Diesel,0.0
5653,2026,14,reg2,reg3,Diesel,0.0
5654,2026,15,reg2,reg3,Diesel,0.0
5655,2026,16,reg2,reg3,Diesel,0.0
5656,2026,17,reg2,reg3,Diesel,0.0
5657,2026,18,reg2,reg3,Diesel,0.0
5658,2026,19,reg2,reg3,Diesel,0.0
5659,2026,20,reg2,reg3,Diesel,0.0
5660,2026,21,reg2,reg3,Diesel,0.0
5661,2026,22,reg2,reg3,Diesel,0.0
5662,2026,23,reg2,reg3,Diesel,0.0
5663,2026,24,reg2,reg3,Diesel,0.0
5664,2027,1,reg2,reg3,Diesel,0.0
5665,2027,2,reg2,reg3,Diesel,0.0
5666,2027,3,reg2,reg3,Diesel,0.0
5667,2027,4,reg2,reg3,Diesel,0.0
5668,2027,5,reg2,reg3,Diesel,0.0
5669,2027,6,reg2,reg3,Diesel,0.0
5670,2027,7,reg2,reg3,Diesel,0.0
5671,2027,8,reg2,reg3,Diesel,0.0
5672,2027,9,reg2,reg3,Diesel,0.0
5673,2027,10,reg2,reg3,Diesel,0.0
5674,2027,11,reg2,reg3,Diesel,0.0
5675,2027,12,reg2,reg3,Diesel,0.0
5676,2027,13,reg2,reg3,Diesel,0.0
5677,2027,14,reg2,reg3,Diesel,0.0
5678,2027,15,reg2,reg3,Diesel,0.0
5679,2027,16,reg2,reg3,Diesel,0.0
5680,2027,17,reg2,reg3,Diesel,0.0
5681,2027,18,reg2,reg3,Diesel,0.0
5682,2027,19,reg2,reg3,Diesel,0.0
5683,2027,20,reg2,reg3,Diesel,0.0
5684,2027,21,reg2,reg3,Diesel,0.0
5685,2027,22,reg2,reg3,Diesel,0.0
5686,2027,23,reg2,reg3,Diesel,0.0
5687,2027,24,reg2,reg3,Diesel,0.0
5688,2028,1,reg2,reg3,Diesel,0.0
5689,2028,2,reg2,reg3,Diesel,0.0
5690,2028,3,reg2,reg3,Diesel,0.0
5691,2028,4,reg2,reg3,Diesel,0.0
5692,2028,5,reg2,reg3,Diesel,0.0
5693,2028,6,reg2,reg3,Diesel,0.0
5694,2028,7,reg2,reg3,Diesel,0.0
5695,2028,8,reg2,reg3,Diesel,0.0
5696,2028,9,reg2,reg3,Diesel,0.0
5697,2028,10,reg2,reg3,Diesel,0.0
5698,2028,11,reg2,reg3,Diesel,0.0
5699,2028,12,reg2,reg3,Diesel,0.0
5700,2028,13,reg2,reg3,Diesel,0.0
5701,2028,14,reg2,reg3,Diesel,0.0
5702,2028,15,reg2,reg3,Diesel,0.0
5703,2028,16,reg2,reg3,Diesel,0.0
5704,2028,17,reg2,reg3,Diesel,0.0
5705,2028,18,reg2,reg3,Diesel,0.0
5706,2028,19,reg2,reg3,Diesel,0.0
5707,2028,20,reg2,reg3,Diesel,0.0
5708,2028,21,reg2,reg3,Diesel,0.0
5709,2028,22,reg2,reg3,Diesel,0.0
5710,2028,23,reg2,reg3,Diesel,0.0
5711,2028,24,reg2,reg3,Diesel,0.0
5712,2029,1,reg2,reg3,Diesel,0.0
5713,2029,2,reg2,reg3,Diesel,0.0
5714,2029,3,reg2,reg3,Diesel,0.0
5715,2029,4,reg2,reg3,Diesel,0.0
5716,2029,5,reg2,reg3,Diesel,0.0
5717,2029,6,reg2,reg3,Diesel,0.0
5718,2029,7,reg2,reg3,Diesel,0.0
5719,2029,8,reg2,reg3,Diesel,0.0
5720,2029,9,reg2,reg3,Diesel,0.0
5721,2029,10,reg2,reg3,Diesel,0.0
5722,2029,11,reg2,reg3,Diesel,0.0
5723,2029,12,reg2,reg3,Diesel,0.0
5724,2029,13,reg2,reg3,Diesel,0.0
5725,2029,14,reg2,reg3,Diesel,0.0
5726,2029,15,reg2,reg3,Diesel,0.0
5727,2029,16,reg2,reg3,Diesel,0.0
5728,2029,17,reg2,reg3,Diesel,0.0
5729,2029,18,reg2,reg3,Diesel,0.0
5730,2029,19,reg2,reg3,Diesel,0.0
5731,2029,20,reg2,reg3,Diesel,0.0
5732,2029,21,reg2,reg3,Diesel,0.0
5733,2029,22,reg2,reg3,Diesel,0.0
5734,2029,23,reg2,reg3,Diesel,0.0
5735,2029,24,reg2,reg3,Diesel,0.0
5736,2030,1,reg2,reg3,Diesel,0.0
5737,2030,2,reg2,reg3,Diesel,0.0
5738,2030,3,reg2,reg3,Diesel,0.0
5739,2030,4,reg2,reg3,Diesel,0.0
5740,2030,5,reg2,reg3,Diesel,0.0
5741,2030,6,reg2,reg3,Diesel,0.0
5742,2030,7,reg2,reg3,Diesel,0.0
5743,2030,8,reg2,reg3,Diesel,0.0
5744,2030,9,reg2,reg3,Diesel,0.0
5745,2030,10,reg2,reg3,Diesel,0.0
5746,2030,11,reg2,reg3,Diesel,0.0
5747,2030,12,reg2,reg3,Diesel,0.0
5748,2030,13,reg2,reg3,Diesel,0.0
5749,2030,14,reg2,reg3,Diesel,0.0
5750,2030,15,reg2,reg3,Diesel,0.0
5751,2030,16,reg2,reg3,Diesel,0.0
5752,2030,17,reg2,reg3,Diesel,0.0
5753,2030,18,reg2,reg3,Diesel,0.0
5754,2030,19,reg2,reg3,Diesel,0.0
5755,2030,20,reg2,reg3,Diesel,0.0
5756,2030,21,reg2,reg3,Diesel,0.0
5757,2030,22,reg2,reg3,Diesel,0.0
5758,2030,23,reg2,reg3,Diesel,0.0
5759,2030,24,reg2,reg3,Diesel,0.0
5760,2019,1,reg2,reg3,Oil,0.0
5761,2019,2,reg2,reg3,Oil,0.0
5762,2019,3,reg2,reg3,Oil,0.0
5763,2019,4,reg2,reg3,Oil,0.0
5764,2019,5,reg2,reg3,Oil,0.0
5765,2019,6,reg2,reg3,Oil,0.0
5766,2019,7,reg2,reg3,Oil,0.0
5767,2019,8,reg2,reg3,Oil,0.0
5768,2019,9,reg2,reg3,Oil,0.0
5769,2019,10,reg2,reg3,Oil,0.0
5770,2019,11,reg2,reg3,Oil,0.0
5771,2019,12,reg2,reg3,Oil,0.0
5772,2019,13,reg2,reg3,Oil,0.0
5773,2019,14,reg2,reg3,Oil,0.0
5774,2019,15,reg2,reg3,Oil,0.0
5775,2019,16,reg2,reg3,Oil,0.0
5776,2019,17,reg2,reg3,Oil,0.0
5777,2019,18,reg2,reg3,Oil,0.0
5778,2019,19,reg2,reg3,Oil,0.0
5779,2019,20,reg2,reg3,Oil,0.0
5780,2019,21,reg2,reg3,Oil,0.0
5781,2019,22,reg2,reg3,Oil,0.0
5782,2019,23,reg2,reg3,Oil,0.0
5783,2019,24,reg2,reg3,Oil,0.0
5784,2020,1,reg2,reg3,Oil,0.0
5785,2020,2,reg2,reg3,Oil,0.0
5786,2020,3,reg2,reg3,Oil,0.0
5787,2020,4,reg2,reg3,Oil,0.0
5788,2020,5,reg2,reg3,Oil,0.0
5789,2020,6,reg2,reg3,Oil,0.0
5790,2020,7,reg2,reg3,Oil,0.0
5791,2020,8,reg2,reg3,Oil,0.0
5792,2020,9,reg2,reg3,Oil,0.0
5793,2020,10,reg2,reg3,Oil,0.0
5794,2020,11,reg2,reg3,Oil,0.0
5795,2020,12,reg2,reg3,Oil,0.0
5796,2020,13,reg2,reg3,Oil,0.0
5797,2020,14,reg2,reg3,Oil,0.0
5798,2020,15,reg2,reg3,Oil,0.0
5799,2020,16,reg2,reg3,Oil,0.0
5800,2020,17,reg2,reg3,Oil,0.0
5801,2020,18,reg2,reg3,Oil,0.0
5802,2020,19,reg2,reg3,Oil,0.0
5803,2020,20,reg2,reg3,Oil,0.0
5804,2020,21,reg2,reg3,Oil,0.0
5805,2020,22,reg2,reg3,Oil,0.0
5806,2020,23,reg2,reg3,Oil,0.0
5807,2020,24,reg2,reg3,Oil,0.0
5808,2021,1,reg2,reg3,Oil,0.0
5809,2021,2,reg2,reg3,Oil,0.0
5810,2021,3,reg2,reg3,Oil,0.0
5811,2021,4,reg2,reg3,Oil,0.0
5812,2021,5,reg2,reg3,Oil,0.0
5813,2021,6,reg2,reg3,Oil,0.0
5814,2021,7,reg2,reg3,Oil,0.0
5815,2021,8,reg2,reg3,Oil,0.0
5816,2021,9,reg2,reg3,Oil,0.0
5817,2021,10,reg2,reg3,Oil,0.0
5818,2021,11,reg2,reg3,Oil,0.0
5819,2021,12,reg2,reg3,Oil,0.0
5820,2021,13,reg2,reg3,Oil,0.0
5821,2021,14,reg2,reg3,Oil,0.0
5822,2021,15,reg2,reg3,Oil,0.0
5823,2021,16,reg2,reg3,Oil,0.0
5824,2021,17,reg2,reg3,Oil,0.0
5825,2021,18,reg2,reg3,Oil,0.0
5826,2021,19,reg2,reg3,Oil,0.0
5827,2021,20,reg2,reg3,Oil,0.0
5828,2021,21,reg2,reg3,Oil,0.0
5829,2021,22,reg2,reg3,Oil,0.0
5830,2021,23,reg2,reg3,Oil,0.0
5831,2021,24,reg2,reg3,Oil,0.0
5832,2022,1,reg2,reg3,Oil,0.0
5833,2022,2,reg2,reg3,Oil,0.0
5834,2022,3,reg2,reg3,Oil,0.0
5835,2022,4,reg2,reg3,Oil,0.0
5836,2022,5,reg2,reg3,Oil,0.0
5837,2022,6,reg2,reg3,Oil,0.0
5838,2022,7,reg2,reg3,Oil,0.0
5839,2022,8,reg2,reg3,Oil,0.0
5840,2022,9,reg2,reg3,Oil,0.0
5841,2022,10,reg2,reg3,Oil,0.0
5842,2022,11,reg2,reg3,Oil,0.0
5843,2022,12,reg2,reg3,Oil,0.0
5844,2022,13,reg2,reg3,Oil,0.0
5845,2022,14,reg2,reg3,Oil,0.0
5846,2022,15,reg2,reg3,Oil,0.0
5847,2022,16,reg2,reg3,Oil,0.0
5848,2022,17,reg2,reg3,Oil,0.0
5849,2022,18,reg2,reg3,Oil,0.0
5850,2022,19,reg2,reg3,Oil,0.0
5851,2022,20,reg2,reg3,Oil,0.0
5852,2022,21,reg2,reg3,Oil,0.0
5853,2022,22,reg2,reg3,Oil,0.0
5854,2022,23,reg2,reg3,Oil,0.0
5855,2022,24,reg2,reg3,Oil,0.0
5856,2023,1,reg2,reg3,Oil,0.0
5857,2023,2,reg2,reg3,Oil,0.0
5858,2023,3,reg2,reg3,Oil,0.0
5859,2023,4,reg2,reg3,Oil,0.0
5860,2023,5,reg2,reg3,Oil,0.0
5861,2023,6,reg2,reg3,Oil,0.0
5862,2023,7,reg2,reg3,Oil,0.0
5863,2023,8,reg2,reg3,Oil,0.0
5864,2023,9,reg2,reg3,Oil,0.0
5865,2023,10,reg2,reg3,Oil,0.0
5866,2023,11,reg2,reg3,Oil,0.0
5867,2023,12,reg2,reg3,Oil,0.0
5868,2023,13,reg2,reg3,Oil,0.0
5869,2023,14,reg2,reg3,Oil,0.0
5870,2023,15,reg2,reg3,Oil,0.0
5871,2023,16,reg2,reg3,Oil,0.0
5872,2023,17,reg2,reg3,Oil,0.0
5873,2023,18,reg2,reg3,Oil,0.0
5874,2023,19,reg2,reg3,Oil,0.0
5875,2023,20,reg2,reg3,Oil,0.0
5876,2023,21,reg2,reg3,Oil,0.0
5877,2023,22,reg2,reg3,Oil,0.0
5878,2023,23,reg2,reg3,Oil,0.0
5879,2023,24,reg2,reg3,Oil,0.0
5880,2024,1,reg2,reg3,Oil,0.0
5881,2024,2,reg2,reg3,Oil,0.0
5882,2024,3,reg2,reg3,Oil,0.0
5883,2024,4,reg2,reg3,Oil,0.0
5884,2024,5,reg2,reg3,Oil,0.0
5885,2024,6,reg2,reg3,Oil,0.0
5886,2024,7,reg2,reg3,Oil,0.0
5887,2024,8,reg2,reg3,Oil,0.0
5888,2024,9,reg2,reg3,Oil,0.0
5889,2024,10,reg2,reg3,Oil,0.0
5890,2024,11,reg2,reg3,Oil,0.0
5891,2024,12,reg2,reg3,Oil,0.0
5892,2024,13,reg2,reg3,Oil,0.0
5893,2024,14,reg2,reg3,Oil,0.0
5894,2024,15,reg2,reg3,Oil,0.0
5895,2024,16,reg2,reg3,Oil,0.0
5896,2024,17,reg2,reg3,Oil,0.0
5897,2024,18,reg2,reg3,Oil,0.0
5898,2024,19,reg2,reg3,Oil,0.0
5899,2024,20,reg2,reg3,Oil,0.0
5900,2024,21,reg2,reg3,Oil,0.0
5901,2024,22,reg2,reg3,Oil,0.0
5902,2024,23,reg2,reg3,Oil,0.0
5903,2024,24,reg2,reg3,Oil,0.0
5904,2025,1,reg2,reg3,Oil,0.0
5905,2025,2,reg2,reg3,Oil,0.0
5906,2025,3,reg2,reg3,Oil,0.0
5907,2025,4,reg2,reg3,Oil,0.0
5908,2025,5,reg2,reg3,Oil,0.0
5909,2025,6,reg2,reg3,Oil,0.0
5910,2025,7,reg2,reg3,Oil,0.0
5911,2025,8,reg2,reg3,Oil,0.0
5912,2025,9,reg2,reg3,Oil,0.0
5913,2025,10,reg2,reg3,Oil,0.0
5914,2025,11,reg2,reg3,Oil,0.0
5915,2025,12,reg2,reg3,Oil,0.0
5916,2025,13,reg2,reg3,Oil,0.0
5917,2025,14,reg2,reg3,Oil,0.0
5918,2025,15,reg2,reg3,Oil,0.0
5919,2025,16,reg2,reg3,Oil,0.0
5920,2025,17,reg2,reg3,Oil,0.0
5921,2025,18,reg2,reg3,Oil,0.0
5922,2025,19,reg2,reg3,Oil,0.0
5923,2025,20,reg2,reg3,Oil,0.0
5924,2025,21,reg2,reg3,Oil,0.0
5925,2025,22,reg2,reg3,Oil,0.0
5926,2025,23,reg2,reg3,Oil,0.0
5927,2025,24,reg2,reg3,Oil,0.0
5928,2026,1,reg2,reg3,Oil,0.0
5929,2026,2,reg2,reg3,Oil,0.0
5930,2026,3,reg2,reg3,Oil,0.0
5931,2026,4,reg2,reg3,Oil,0.0
5932,2026,5,reg2,reg3,Oil,0.0
5933,2026,6,reg2,reg3,Oil,0.0
5934,2026,7,reg2,reg3,Oil,0.0
5935,2026,8,reg2,reg3,Oil,0.0
5936,2026,9,reg2,reg3,Oil,0.0
5937,2026,10,reg2,reg3,Oil,0.0
5938,2026,11,reg2,reg3,Oil,0.0
5939,2026,12,reg2,reg3,Oil,0.0
5940,2026,13,reg2,reg3,Oil,0.0
5941,2026,14,reg2,reg3,Oil,0.0
5942,2026,15,reg2,reg3,Oil,0.0
5943,2026,16,reg2,reg3,Oil,0.0
5944,2026,17,reg2,reg3,Oil,0.0
5945,2026,18,reg2,reg3,Oil,0.0
5946,2026,19,reg2,reg3,Oil,0.0
5947,2026,20,reg2,reg3,Oil,0.0
5948,2026,21,reg2,reg3,Oil,0.0
5949,2026,22,reg2,reg3,Oil,0.0
5950,2026,23,reg2,reg3,Oil,0.0
5951,2026,24,reg2,reg3,Oil,0.0
5952,2027,1,reg2,reg3,Oil,0.0
5953,2027,2,reg2,reg3,Oil,0.0
5954,2027,3,reg2,reg3,Oil,0.0
5955,2027,4,reg2,reg3,Oil,0.0
5956,2027,5,reg2,reg3,Oil,0.0
5957,2027,6,reg2,reg3,Oil,0.0
5958,2027,7,reg2,reg3,Oil,0.0
5959,2027,8,reg2,reg3,Oil,0.0
5960,2027,9,reg2,reg3,Oil,0.0
5961,2027,10,reg2,reg3,Oil,0.0
5962,2027,11,reg2,reg3,Oil,0.0
5963,2027,12,reg2,reg3,Oil,0.0
5964,2027,13,reg2,reg3,Oil,0.0
5965,2027,14,reg2,reg3,Oil,0.0
5966,2027,15,reg2,reg3,Oil,0.0
5967,2027,16,reg2,reg3,Oil,0.0
5968,2027,17,reg2,reg3,Oil,0.0
5969,2027,18,reg2,reg3,Oil,0.0
5970,2027,19,reg2,reg3,Oil,0.0
5971,2027,20,reg2,reg3,Oil,0.0
5972,2027,21,reg2,reg3,Oil,0.0
5973,2027,22,reg2,reg3,Oil,0.0
5974,2027,23,reg2,reg3,Oil,0.0
5975,2027,24,reg2,reg3,Oil,0.0
5976,2028,1,reg2,reg3,Oil,0.0
5977,2028,2,reg2,reg3,Oil,0.0
5978,2028,3,reg2,reg3,Oil,0.0
5979,2028,4,reg2,reg3,Oil,0.0
5980,2028,5,reg2,reg3,Oil,0.0
5981,2028,6,reg2,reg3,Oil,0.0
5982,2028,7,reg2,reg3,Oil,0.0
5983,2028,8,reg2,reg3,Oil,0.0
5984,2028,9,reg2,reg3,Oil,0.0
5985,2028,10,reg2,reg3,Oil,0.0
5986,2028,11,reg2,reg3,Oil,0.0
5987,2028,12,reg2,reg3,Oil,0.0
5988,2028,13,reg2,reg3,Oil,0.0
5989,2028,14,reg2,reg3,Oil,0.0
5990,2028,15,reg2,reg3,Oil,0.0
5991,2028,16,reg2,reg3,Oil,0.0
5992,2028,17,reg2,reg3,Oil,0.0
5993,2028,18,reg2,reg3,Oil,0.0
5994,2028,19,reg2,reg3,Oil,0.0
5995,2028,20,reg2,reg3,Oil,0.0
5996,2028,21,reg2,reg3,Oil,0.0
5997,2028,22,reg2,reg3,Oil,0.0
5998,2028,23,reg2,reg3,Oil,0.0
5999,2028,24,reg2,reg3,Oil,0.0
6000,2029,1,reg2,reg3,Oil,0.0
6001,2029,2,reg2,reg3,Oil,0.0
6002,2029,3,reg2,reg3,Oil,0.0
6003,2029,4,reg2,reg3,Oil,0.0
6004,2029,5,reg2,reg3,Oil,0.0
6005,2029,6,reg2,reg3,Oil,0.0
6006,2029,7,reg2,reg3,Oil,0.0
6007,2029,8,reg2,reg3,Oil,0.0
6008,2029,9,reg2,reg3,Oil,0.0
6009,2029,10,reg2,reg3,Oil,0.0
6010,2029,11,reg2,reg3,Oil,0.0
6011,2029,12,reg2,reg3,Oil,0.0
6012,2029,13,reg2,reg3,Oil,0.0
6013,2029,14,reg2,reg3,Oil,0.0
6014,2029,15,reg2,reg3,Oil,0.0
6015,2029,16,reg2,reg3,Oil,0.0
6016,2029,17,reg2,reg3,Oil,0.0
6017,2029,18,reg2,reg3,Oil,0.0
6018,2029,19,reg2,reg3,Oil,0.0
6019,2029,20,reg2,reg3,Oil,0.0
6020,2029,21,reg2,reg3,Oil,0.0
6021,2029,22,reg2,reg3,Oil,0.0
6022,2029,23,reg2,reg3,Oil,0.0
6023,2029,24,reg2,reg3,Oil,0.0
6024,2030,1,reg2,reg3,Oil,0.0
6025,2030,2,reg2,reg3,Oil,0.0
6026,2030,3,reg2,reg3,Oil,0.0
6027,2030,4,reg2,reg3,Oil,0.0
6028,2030,5,reg2,reg3,Oil,0.0
6029,2030,6,reg2,reg3,Oil,0.0
6030,2030,7,reg2,reg3,Oil,0.0
6031,2030,8,reg2,reg3,Oil,0.0
6032,2030,9,reg2,reg3,Oil,0.0
6033,2030,10,reg2,reg3,Oil,0.0
6034,2030,11,reg2,reg3,Oil,0.0
6035,2030,12,reg2,reg3,Oil,0.0
6036,2030,13,reg2,reg3,Oil,0.0
6037,2030,14,reg2,reg3,Oil,0.0
6038,2030,15,reg2,reg3,Oil,0.0
6039,2030,16,reg2,reg3,Oil,0.0
6040,2030,17,reg2,reg3,Oil,0.0
6041,2030,18,reg2,reg3,Oil,0.0
6042,2030,19,reg2,reg3,Oil,0.0
6043,2030,20,reg2,reg3,Oil,0.0
6044,2030,21,reg2,reg3,Oil,0.0
6045,2030,22,reg2,reg3,Oil,0.0
6046,2030,23,reg2,reg3,Oil,0.0
6047,2030,24,reg2,reg3,Oil,0.0
6048,2019,1,reg2,reg3,Biofuel,0.0
6049,2019,2,reg2,reg3,Biofuel,0.0
6050,2019,3,reg2,reg3,Biofuel,0.0
6051,2019,4,reg2,reg3,Biofuel,0.0
6052,2019,5,reg2,reg3,Biofuel,0.0
6053,2019,6,reg2,reg3,Biofuel,0.0
6054,2019,7,reg2,reg3,Biofuel,0.0
6055,2019,8,reg2,reg3,Biofuel,0.0
6056,2019,9,reg2,reg3,Biofuel,0.0
6057,2019,10,reg2,reg3,Biofuel,0.0
6058,2019,11,reg2,reg3,Biofuel,0.0
6059,2019,12,reg2,reg3,Biofuel,0.0
6060,2019,13,reg2,reg3,Biofuel,0.0
